ա,71949
ն,51777
ր,48950
ե,42360
ո,40093
ի,36609
ւ,32462
ս,20436
մ,19480
տ,16390
ց,15791
կ,14196
է,13712
ը,10139
յ,10121
ք,9854
լ,8403
դ,7803
հ,7766
ղ,6703
վ,6537
պ,5736
բ,5718
գ,5222
չ,5046
թ,4957
ծ,4509
զ,3704
ռ,3404
ձ,3374
օ,3116
ջ,3043
խ,3037
Ե,2866
շ,2737
Ա,2591
փ,1618
Յ,1577
ժ,1245
Մ,953
ճ,939
Ի,900
Ն,850
Տ,836
Ս,592
Ո,503
Հ,466
Դ,463
Բ,379
Ք,358
Գ,281
Կ,255
Պ,237
Լ,164
Վ,159
Թ,149
Ռ,147
Փ,136
Զ,116
Ղ,96
Ճ,86
Ձ,83
Օ,71
Չ,61
Խ,52
Շ,46
Ժ,38
Է,21
Ծ,18
Ջ,15
Ց,10
Ը,9
Ր,4
