je
mač
izraelcima
reći
noge
četrdeset
dovijeka
tvoju
svećenici
salomon
gospodina
čuo
tvoji
osim
postavi
no
jesti
učiniti
dvanaest
vremena
veli
jošua
kovčeg
sastanka
nećeš
oganj
puta
uzmi
mogu
zakona
narodi
ljubav
kraljem
ipak
rod
svećenika
jedno
vratima
kola
malo
daje
božje
baštinu
naredio
narode
jordana
tisuće
gospodaru
grijeha
mojih
ocu
svima
mjestu
mnoštvo
haljine
duha
iziđe
ruci
vidio
jakov
izraelova
gospodin
smrti
kroz
zlata
nađe
nakon
njihov
jednom
kraljeva
gospodar
drugoga
svijet
ovdje
njihovu
gori
paljenice
braća
radi
anđeo
ruka
slugu
tad
svakoga
pedeset
daj
gradove
gradovima
al
bet
kristu
mudrost
uza
njegovoj
odvrati
putem
kruha
nebesa
koliko
proroka
krist
imena
gospodine
aron
isusu
vidjeti
kamo
ide
glavari
krvi
kruh
jao
starješine
vidje
svako
znam
saveza
rekoh
kojim
otaca
zapovjedi
svog
stotine
josip
naše
slavu
voda
budete
živi
ovu
tóa
poslao
uzme
njihovih
smrt
dođoše
učenici
djelo
djecu
tvome
eto
službu
brat
kraljevi
dio
paljenicu
ostane
imenu
gnjev
svjetlost
nemoj
gospodinu
krila
svoja
zla
prinese
velik
pođe
čuli
egipta
ispred
mača
ovoga
vodi
jeruzalema
sami
mogao
petar
sto
prorok
slava
mnogi
noću
kojega
jahvinim
pade
govoriti
odmah
davidov
pavao
nebo
načini
zlato
stranu
gospodara
daleko
tome
vidjeh
čast
gradova
niste
tvojoj
nju
činio
izraelom
izraelaca
bogovima
hoće
duša
baci
vina
prvi
budeš
kamen
znate
usred
pusti
jedna
vidi
podiže
kći
rijeke
svatko
vodu
svijeta
nikad
zapovjedio
mjesta
ocima
narodom
kojom
dođu
strah
njihovo
knezovi
govore
veliki
zakonu
samuel
budi
uvijek
mačem
drugo
koljena
rukom
žrtvenika
njihovi
pašnjacima
braćo
umrijeti
imenom
šekela
gospoda
lica
udari
žrtveniku
odande
židovi
tijela
egipat
blizu
kraja
egipatske
polju
nje
komu
srebra
ovce
budite
kome
prinos
slave
velika
sedamdeset
braće
jednu
putu
htio
božjega
leviti
žive
pomoć
umrije
moji
abraham
oci
pasti
djelima
kraljevstva
noći
kojem
dat
tisuću
ustani
vaši
nebu
dokle
vaša
drugim
zemljom
odu
djeca
knez
naredi
izraelovi
mojsija
sveti
grijehe
glasa
duhu
onu
zapovijed
siđe
stade
nećete
veliko
propast
napravi
zna
stoke
kojih
krenu
kraljeve
vrlo
potomstvo
onamo
srebro
knjizi
diže
jedni
tim
izraelovim
dijete
ovom
dalje
hajde
tijelu
živjeli
mome
glave
vašim
obred
žrtva
jahvine
ljubi
čujte
zauvijek
došli
onome
sluzi
ići
rukama
predao
ispuni
mrtvih
joab
spasenje
živio
jahvino
dani
pustinju
pravednost
vratiti
možda
ničice
uistinu
ljubavi
božja
znaš
spasiti
spasi
srcem
izraelovu
svećeniku
tom
ezekija
treći
svake
postavio
donese
ostatak
neprijatelja
onomu
babilon
filistejci
susret
sunce
nemojte
braćom
ulja
rekne
vidjeli
nikoga
činiti
dušu
dobra
kosti
ući
čemu
jede
dar
nešto
učinit
bolje
izraelski
njezina
postade
osam
blagoslovljen
faraon
egiptu
juda
idite
ostaje
plijen
zid
svetište
okajnicu
sud
pravednosti
hram
božju
znak
šatora
činite
mogli
svaku
podići
drva
slugama
nasuprot
obitelji
iza
tabor
jedne
čine
kraljevanja
ptice
moru
zvijeri
postao
pozva
čim
naći
sutradan
otvori
šatoru
izraelovih
meso
stoji
svakom
riječima
arona
mnoge
milosti
njom
prvoga
kraju
išao
uši
tabora
biste
aronu
pomirenja
vlast
veoma
bile
faraonu
ujutro
stada
zakraljio
odoše
traži
izveo
izbavi
podnožja
glava
nečist
nevolje
teško
prijestolje
svaka
mesa
možeš
duše
silan
progovori
izvan
našim
ostavi
ovna
kakva
svojem
izraelce
sutra
krvlju
svjedočanstvo
baština
jonatan
ivan
kojoj
jednog
jezik
mojoj
miru
anđela
umro
vaših
vjetar
porodicama
goru
vino
kraljevao
judejski
blagoslovi
isto
nikada
vide
kakav
natrag
tih
moći
licem
majke
primi
jakova
jakovu
sjede
čas
ilija
učenicima
vjeri
nikakva
šezdeset
ugleda
smije
noć
živjeti
upravo
muž
naši
braću
imaju
povrh
ostala
izraelskih
baštine
poradi
vjere
mojega
zove
stotinu
ova
posjed
novac
brzo
ustade
premda
njezine
sjedi
snaga
mane
uho
junca
selima
vojska
jeremija
čuva
jeo
druga
ostati
dolini
rat
misli
služiti
odgovoriše
dogodilo
drži
egipatskoj
čudesa
naredbe
pravdu
čuje
svetoga
nada
vodom
sedmoga
dovede
roda
odjeću
budući
piti
ovoj
nismo
kuća
znamo
blagdan
pristupi
pleme
gnjeva
mudrosti
znat
judejskim
brda
nogama
tek
glad
iako
poče
polja
padne
nekoć
izvrši
duhom
svećenicima
ustima
odakle
farizeji
posred
nosi
bratu
toliko
ovim
svijetu
naša
možete
glavi
putovima
snagom
svagda
pjesma
zakone
prinosi
putove
bješe
uokolo
dajem
kaza
pravedan
rodila
braći
ostali
veliku
ovih
grob
nalazi
nebesima
drugih
sramotu
bismo
bojte
oba
tuča
vojsku
bližnjega
prinose
svećenike
prinosnicu
govorim
bogatstvo
šaulu
radost
pisano
ženi
istoka
blagoslov
otišao
zlatom
brašna
znao
ovome
pomoli
odgovore
dajte
imali
posao
dopusti
izađe
izlazi
bijah
zbor
judeji
stvori
plod
hranu
vječni
oblak
nastavi
abrahamu
hoćeš
uzeše
vojske
čuj
predati
uljem
danju
rodovima
vratiše
svojemu
vječna
znaju
jošui
levitima
gradovi
manašeova
dođi
hramu
stoku
majka
onom
životu
dugo
pođi
pazi
govorili
mjesec
izraelove
izbavio
htjede
utabore
sjevera
dobar
sagradio
gospode
psalam
zborovođi
evanđelje
uzeo
onog
uto
opazi
ovamo
djece
silno
eno
govoraše
ulazu
ognjem
hoću
molim
njezin
stado
polje
istina
zdesna
pismo
hrama
nabukodonozor
kraljevstvu
izvede
vidješe
drugome
vratio
poći
vidiš
dotakne
kćer
išli
povika
dvora
nogu
kažu
ulje
prebivališta
svetišta
miris
sluša
mira
bezakonja
traže
podigao
imaše
takav
janjaca
vidjevši
njome
straže
snage
obrati
božjem
prijestolju
izraelskim
šaula
izabrao
volji
radosti
svećenički
abšalom
učitelju
san
jedini
ovaca
zapovjednik
mati
majku
ovnova
baal
stanu
služe
nevolja
mladosti
onim
sudi
držite
večeri
loj
nesreću
nijedan
živoga
područje
zapisano
jošafat
salomonu
elizej
pravednik
nose
istoku
ženom
proklet
nebeske
pruži
svakog
sestra
faraona
služili
stajaše
brdu
recite
kaži
jedu
umre
glavar
judina
drvo
dolaze
imate
stanovnici
stane
slavi
odvede
prebivalište
čist
nit
velikoga
davidova
proroci
babilonski
bića
jeli
jelo
našao
hrane
povede
javi
velike
prah
kojemu
muža
svem
pripada
dovesti
zakleo
jaram
ovi
broj
gladi
svakome
vratit
velikom
doba
sveto
imaš
kamenje
zapada
time
nemaju
amen
kraljevima
usliši
gospodnji
pismoznanci
nastani
ostade
drugu
objavio
ostaviti
puna
čete
ovog
janje
dušmana
kakvu
čak
efrajim
čuti
iziđoše
idu
knjigu
sasvim
pravednika
subote
uzvišice
potoka
mudar
naprotiv
snagu
zemaljski
judejskoga
istinu
ponovno
rekavši
ubio
vani
prebiva
goveda
vidim
imam
brdo
vjernost
ezav
drugima
oče
usne
stiže
tražio
sagradi
leže
pazite
knezove
zavjese
talenata
najprije
činili
prima
junaka
gorama
daniel
istine
mjesecu
životinje
vinograd
pogledaj
imati
beer
obje
poslušaj
tražiti
imamo
jakovljev
očiju
neke
tražite
objavi
izišao
opere
takvo
starješinama
spomen
oblaka
čvrsto
vidite
savjet
neprijatelji
svjedočanstva
lana
levite
knezovima
obećanje
gnjevu
judejci
suditi
molitvu
rečeno
laž
vjera
zapita
ženama
povijest
dvjesta
opaki
uputi
hodi
zvati
uzeti
propasti
držao
otpusti
obećao
luk
baš
puk
dođite
ugodan
leđa
slušali
pokaza
godinu
njihovoj
izraele
proroku
poganima
pravda
bezakonje
jeremiji
jela
devet
osamdeset
božjim
uhvati
boje
dadoh
uništiti
jezikom
dvor
neprijatelje
postati
izak
abrahama
dosta
straha
vrate
pokloni
ju
zvao
šimun
domom
sitne
drugom
okrenu
štap
vlasti
pravi
živ
čime
gledati
zakle
znamenja
učiniše
takva
zajednica
pashu
čega
uzalud
redu
svetištu
svetih
predade
krenuše
padoše
lav
davidovu
judeje
prorocima
pustoš
sionu
istini
pilat
stabla
čuju
pogleda
rodio
iznad
egipćani
reknu
znači
sredini
odredio
pođoše
žita
svjedok
prođe
kamena
josipu
izbaviti
kostrijet
pogubi
kolima
stigoše
konja
napokon
efe
ispod
naokolo
stupove
lakta
živjet
posuđe
pada
slušajte
ispuniti
bojnih
judejskih
židovima
vojskom
stvorio
hodio
čuvaj
uništi
imala
potomci
velikim
skupi
pun
vijeke
ben
izdaleka
kirjat
desno
nevolju
darove
sjeti
stvari
glasnike
čuvaju
spali
ostavio
pobi
nećemo
jutra
ognja
vrh
budem
stadoše
ljube
svet
oružje
čuvši
tvojega
osta
posta
rog
govorahu
nađoše
izmjeri
samariji
proroke
mog
sion
vjeru
jutro
načinio
svjetlo
pustiti
njegovom
desetinu
ocem
idem
odvedoše
sviju
netko
srdžba
leži
plaću
primio
valja
našli
haljina
duši
početka
med
moć
prinesite
glavom
zajednice
poruči
činiš
stol
strana
svetim
sažeže
stanovnike
utrobe
vratite
činim
poznaje
gilead
naših
napisano
prijestolja
viđenje
ljetopisa
jehu
asirski
hvalite
radošću
znanje
marija
trava
posveti
postane
odatle
vašu
potomstvu
zapadu
mnoštva
potomaka
inače
jordan
junaca
silu
hebron
kazati
tjelesne
trebalo
znati
uzmite
ostao
oprosti
dvoru
teče
drže
četama
taboru
smrću
drago
vrši
paljenica
zajednicu
pričesnicu
desetine
levita
ždrijeb
šaljem
hvale
ahab
babilonskoga
učenika
stavio
vijeka
zvala
poslušajte
drugog
uzmu
bogat
odveo
posluša
sjedio
stajao
milosrđe
stup
pogled
amonaca
nevolji
položi
duboko
mjere
neko
zavjet
posve
pođite
spasio
službi
vatri
našemu
zlatnih
vršite
učinili
ratnici
svetom
starješina
trube
služi
strani
tamjana
vatru
kamenja
pije
govorite
siromaha
današnjega
volju
gideon
mojem
salomona
židova
vjekova
božjoj
ivana
muško
drveta
pastira
gleda
nesreća
sama
sinom
plač
otići
sestre
jedino
možemo
njezinu
vijest
vašega
haljinu
sreću
veći
šimuna
konje
neprijateljima
štovanje
poslušati
obori
udario
dići
proći
pustinje
neprijatelj
kumirima
čistoga
čisti
jahvinoj
počeše
ljubio
nasilje
junaci
izgnanstvo
abner
štit
zakralji
jamu
jeroboam
prestanka
hvalu
vjeruje
ispraznost
ljubljeni
crkve
vjerom
pokaže
sjeme
vlada
iznutra
zemljama
abram
lijepa
sjeveru
kraljev
sluškinja
ču
mnogim
stoje
stekao
ustane
magarca
ponovo
hadad
pastiri
ustati
red
probudi
ostat
ubije
eleazar
isti
konjima
dozva
broju
stajahu
pjesmu
borbu
vola
pričesnice
pogubiti
kakvo
milostiv
slušaj
svakoj
ljevanice
naviše
radio
utvrdi
nipošto
nečista
kruhova
milo
bludu
mrzi
putovi
uredbe
predvorje
zakonom
junak
velikog
ubojica
puni
međa
žrtvenike
treće
skupiše
došla
predvorja
jeroboama
asa
izaija
pisma
smiluj
podzemlje
prorokuj
zvijezde
četvrti
dah
rijeka
plodove
živih
podigne
knezova
rade
gozbu
stranac
našem
poslati
blaga
pokraj
čovjekom
naime
izaku
crvenog
pio
jesi
kuda
dano
upitaše
doline
vidjet
dovedu
nasta
manaše
onako
ostanu
mlijeko
navali
naočigled
prinijeti
dali
otkupi
slavom
posvećen
svjedoči
širok
krivnju
prinesi
nečistim
njezino
pravdi
kazne
popisanih
pobjegoše
trnje
utočište
javiše
bogove
zločina
ostavili
kraljevim
benaja
šimej
joram
odasvud
čašu
pavla
sedmi
napravio
stablo
znajući
van
odlučio
pojavi
plemenima
iste
kanaanskoj
naraštaja
mnogih
dolje
ulaz
abimelek
sluškinje
zakolje
blagoslovio
prvenac
slušao
lijepo
pili
postadoše
oženi
namjesto
plaća
djeci
jakovljeva
judin
negoli
molio
zida
raditi
tražili
sklopi
poslušali
glavara
pojas
ploče
juga
ulazi
pribor
knjige
unaokolo
žrtava
svakim
desne
bolest
pristupe
gnjevom
opakih
moab
viđenja
stići
svojeg
tomu
svjedoci
slušaju
aramejski
strijele
kraljevski
stolom
korist
pjevajte
dušmane
silna
suncem
zaharija
velim
laži
nade
gadosti
rijeci
jedi
smijete
prvine
počeli
izvana
visoko
spusti
pođu
istok
ušao
žitelji
jugu
pobježe
ukaza
rob
najboljeg
uđoše
ostaviše
kakve
božjeg
mom
zlatne
vodio
tvog
izvor
ostani
rađa
kumire
prihvati
nekog
upravitelj
sredine
obali
žito
postelju
dobru
dovest
molite
munje
kaznit
izraelske
tvom
glavare
izraelskom
vjeran
udovice
donosi
motke
nositi
prinosnice
tvrde
želi
nečisto
očisti
plemenu
ostadoše
vinograde
počeo
svakomu
mjeseci
izraelskog
grla
zidine
ljubite
boju
boji
odbaci
primiti
vraća
nosili
povjerovaše
posljednji
sela
pobjedu
šaulova
bolji
mrtvi
judejce
aleluja
popravljao
pogani
job
pravednici
svjetlosti
ponos
dome
doli
gospodnje
nadjenu
sličan
lakat
živo
ptica
zbilja
kanaansku
potjeru
svevišnjega
postat
izaći
tele
pravedno
počinak
dvojica
legne
laban
josipa
ideš
šekem
trećega
zvijezda
odavde
judi
tamnicu
izići
odgovoriti
vapaj
sišao
postavili
tlo
očevi
siđoše
slaviti
užas
bogova
prinosio
prinositi
nalik
prediva
stave
ulju
približi
dadoše
pregleda
vječno
aronovi
htjeli
njezini
jednogodišnjih
balak
bileam
obećanja
glavarima
prijeći
sudite
nestati
klanice
veseli
udes
gora
maču
joaš
doduše
krivicu
pozdravite
ludost
mladići
konjanika
silazi
dobrim
judejcima
judeju
judejskom
judejske
ahaz
suze
grijesi
učenik
prispodobu
herod
lađu
zatvori
oboje
bogovi
naprave
uzet
zače
nazva
obitelj
ribe
tražit
obojica
stigli
ubiti
dvorani
jišmael
vršiti
tvojom
držati
brže
anđeli
napuni
ponese
izlaze
edom
prokletstvo
žalosti
stigao
odredi
stupa
šalje
čelo
vladao
egipatsku
znali
jednako
judini
egipatski
staze
uzdam
grane
odem
pustit
prinosili
kiša
srebrnih
čuvajte
obavi
našu
počinuo
noga
oslobodi
dadne
gledaju
sedme
stupova
kerubina
jednome
ljubičastog
prebivati
pozvao
prinosnica
jarca
opačina
obuze
izraelskoga
boja
znajte
dobre
strahu
ašere
bijaste
mnoga
izbavlja
tuđim
trijem
sobe
filistejce
koristi
ah
dostojan
radosno
roboam
nađoh
časti
mnoštvu
stog
dobrota
nebeskim
doda
mužu
davati
moram
sila
noa
kćerima
životinja
granica
jednim
uzeh
šatore
krajeve
pri
rano
ozdravi
dječaka
šebe
filistejaca
groba
padaju
betel
davao
rahela
nekoliko
ukloni
prijatelj
smiješ
gledajte
doveo
učine
mrtav
učinim
viđenju
krivo
naraštaj
dođem
jesam
kazniti
rekli
proždire
dug
slušati
goveče
počiva
čistim
okrenuti
nadalje
svijećnjak
prepredenog
zavjesu
svete
vijenac
rogove
grudi
siromah
srdžbu
opačine
donosili
vatra
okajnice
počinio
jarac
samoga
glasom
kiše
rane
stajali
koplje
zapovjednici
ljudske
putova
riznicu
danak
raduje
kule
sudac
samson
poginuo
šaulove
joabu
aramejci
dragi
siona
proslavi
riječju
ezekiji
molitve
proroštvo
svetima
zaklinjem
svetac
nebesko
petra
isusom
evanđelja
početku
nebeski
živa
pticama
slobodno
trista
širinu
šeba
gaze
dolinu
podigni
hebronu
godini
amorejaca
potomstva
znaj
pao
otkako
dim
ostanite
zakletvom
deve
pol
dođoh
odnese
odijela
služio
službe
prolazio
gileadu
pošalje
pitati
naprijed
došavši
dušom
istrijebit
predajem
tvojem
čuvao
ruglo
spomeni
daju
mirno
najbolje
pastir
ropstva
kažeš
pune
čista
jedite
slavite
čelu
pustinja
desnica
zajednici
subotu
potpuno
mrze
vrše
oka
pravde
bijeg
prinesu
podnožje
kože
bagremova
ugla
dužinu
čisto
bojna
piju
pokaži
imahu
prinosite
vinograda
judinih
planu
prorokuju
svršetak
granice
ognju
ramot
srdžbe
napisa
spasit
velikoj
kovčegom
radujte
anđelu
htjedoše
obed
pomazanika
uhvate
davidove
nemam
dobrotu
odavna
natan
sadok
kraljevu
bogatstva
azarja
samarije
pjevači
mislite
iznenada
molitva
poznaju
moli
usnama
bezbožnika
pouku
vjerujete
apostoli
nebom
mile
izvadi
ploda
zvijer
ubi
proguta
rodilo
devedeset
žetve
zvijerima
rodovi
srebrom
posvuda
grešnici
išla
roditi
radije
mladi
navališe
vinom
napose
odvesti
hetita
majci
sreće
ležao
platiti
okrenuo
nestalo
obrate
sići
udovica
slao
donesoše
dovedoše
kupi
upravitelja
vrat
živinče
robovi
prava
slavit
stijene
pogledajte
istoga
kućama
propade
sagriješio
konji
valovi
dubine
pomoći
vjerno
graditi
proglasi
bježe
isred
oplećak
također
tamnocrvenog
zamiješena
pošao
roga
stvar
koži
guba
izljev
izvršiti
subotnji
zbora
volja
prolazi
popis
muškaraca
benjaminova
sudu
podigoše
zboru
živimo
vojsci
bojati
djelu
sije
odbacio
spasenja
učinih
upitaju
judinim
jiftah
zamka
poslaše
bjehu
hrabri
veselje
filistejcima
vojvoda
poglavar
filistejski
ubiše
moliti
kraljuje
ustadoše
račun
zamke
ulicama
zemaljske
samariju
sidkija
subotom
smokve
raduju
zemalja
judeja
njene
djevice
mordokaj
estera
časa
tami
spasitelja
jeruzaleme
otkriti
crkvi
vodama
danom
manje
žensko
živim
počinu
zacijelo
plodova
teška
ljudskim
stoka
neprestano
ogrtač
kazao
digne
starosti
divlje
sara
ulaza
dobi
pouči
cijelo
boravio
bojao
izaka
dječak
žalost
nazočnosti
djevojka
unutra
stigne
vidimo
čula
djevojke
usliša
pobjegao
potajno
naklonost
unaprijed
sazna
gledaj
tamara
nikog
baciše
dovedi
pripravio
mojsijem
spoznati
puka
nestane
hvali
ostave
udariti
određeno
pustinjom
bolesti
rosa
oštricom
jači
pravedna
prvina
predat
poškropi
zlatna
zavjesa
šesnaest
mudrošću
paljenu
posvećeno
ljubavlju
temelji
koža
visoka
naknadnicu
okupa
postelji
toj
postaviti
stražu
volova
petoga
njihovom
pošalji
vidjesmo
takvi
napiši
cvijet
edoma
lijevo
umrijet
jerihonu
ustat
željeza
pšenice
zamku
svomu
suce
slobodu
nepravdu
sužanjstvo
nadu
tjeskobe
novo
kličite
judu
mjedi
primili
pobiše
kopljem
jesu
stanovnika
zaprijeti
krilo
kneza
idolima
zemaljskim
davidom
glasnik
davidovi
vesele
kliču
čaša
pucima
božjemu
zli
kraljica
pravedni
jojada
obratite
uzdaju
prezire
jarost
babilonskom
babilonu
zemljo
bol
lađe
uzda
naum
odluka
jarosti
tjeskoba
oholost
dušmani
sile
sudit
mudraca
trgovima
sotona
vjeruju
evanđelju
pišem
donose
danima
veće
morske
vrtu
zmija
željezo
besjedu
petnaest
snazi
svime
ikad
naraštaje
oblaku
kanaanaca
rodiše
zaputi
betela
dolina
mjera
loše
izliti
istog
želim
pepeo
zatrti
pobjeći
govoriš
uklonio
snu
savjesti
priredi
njezinim
tamo
dvojicu
ovan
proda
posjeda
iziđi
uvede
digao
zavlada
mislio
lea
priđe
budemo
pripravi
djecom
hoćete
krupne
mladić
otišli
gileada
bokova
jednoj
prvih
drugomu
egipćane
učinite
dolazili
staviše
siđi
benjamin
kruhom
četrnaest
nasilja
žezlo
zubi
stanovati
povuče
udare
postaviše
spor
znamenje
peći
pustio
žurno
sazva
mimo
strašan
razdijeli
volje
držali
posvetio
kazni
svjedoka
siromahu
naprsnik
stola
rubu
polovina
trenice
svetu
ulaze
beskvasnih
posvećeni
uvečer
pola
tamjan
načine
kamene
sjaj
štogod
počini
poginuti
trajan
hrana
viče
istom
nepravde
nikakve
novu
jahvinih
levit
roblje
ruševine
svetinje
svetinjama
vlašću
kaleb
bijasmo
misliš
pobili
plamen
bašanu
poljanama
bileamu
ropstvo
potok
vladati
nauči
bludnice
raste
zakleh
momak
krajeva
kroza
sveg
hvaliti
kažete
benjaminovu
noemi
uziđe
mladića
samuelu
abija
jonatana
adonija
abšalomu
govorit
uzvišicama
kraljevskog
sramoti
kraljevske
damasku
post
četvrtoga
amasja
babilona
sveca
jeruzalemske
johanan
šemaja
nedjela
vjerni
ezra
židovski
židov
gledat
razuman
pogane
bezbožnik
mrežu
nikomu
učenike
čovječjega
uskrisi
dijeli
drugoj
prozbori
rođenju
pameti
dvoje
tlu
prve
početak
izvesti
lot
prijeđe
postaje
mjestima
sodome
sklopio
noćas
mlade
abimeleka
grobu
vlasništvo
ušima
zakune
sestru
pozove
istim
donesi
jug
hoda
dijela
suci
često
strahom
naloži
dobrima
provede
ostalo
nalaze
edomu
poklone
približio
pehar
grožđa
dovedite
meda
sigurno
mogla
njive
desnicu
lava
pomaže
puku
čuše
dolikuje
lan
odlazi
pasha
slijeva
oglasi
ostavlja
dolazim
pomaži
mnoštvom
klanjati
postavit
visok
svijećnjaka
stajati
dvorištu
kamenu
oplećka
pomazanje
hramskom
šekelu
kojeg
prijatelja
zamoli
prva
uzima
čovječje
dozna
stavlja
takvu
viknu
pokazati
pića
peć
nasamo
golotinje
duhova
desetoga
imanje
pravom
sposobnih
benjaminovih
služba
kletvu
čujem
danu
onoj
odabere
arnona
grade
moaba
umjesto
trećina
oprostiti
plijena
vojnici
osvoji
uzeli
kraljevstvima
zapovijedam
tmine
likove
ječma
kišu
dopušteno
svitak
gradskim
opak
usana
jezika
mudri
bedra
rogova
predan
razdrije
ruke.
umah
izvršio
ostalim
gornje
ždrijebom
služite
dragovoljno
se.
sabraše
otvorio
opake
bojni
eli
gata
jame
koplja
griješi
zao
momaka
okreni
sagraditi
štitove
urija
zidu
abšaloma
vjetra
spasava
pogana
točkovi
trska
materi
ahazja
kir
nabukodonozora
mešulam
glazbala
besjede
nebeskoga
slično
vapijem
ljubim
trupla
bačen
jeremiju
daniela
tama
prozva
vrt
muke
čedo
zemaljskih
uđu
izišli
jahve.
nastane
stignu
aja
kanaanci
osamnaest
povjerova
metnu
eufrata
kanaance
sudio
momku
biva
ustanu
zovnu
pretvori
uzvrati
vašoj
studenca
pij
izreče
abrahamov
zakletve
efa
zakonima
legao
odijelo
gorko
bijes
nebeska
zaveo
štapom
jaraca
hrabro
gradom
betlehem
tamnice
mladice
silom
punih
odgovor
uskoro
naredbama
josipova
blagovati
podne
josipov
vratili
poslali
uzevši
određeni
vrijedi
efrajima
plijenom
rodom
postali
suhu
odgovorio
naređujem
porukom
četa
proslavio
hrabar
protivnike
breme
nosio
lažno
osmoga
vršio
imadne
kerubini
okajnica
uha
prikaznicu
svećenikom
svetinja
dogodi
pećine
međe
krenuli
obuče
donijeti
kose
nečisti
uđete
otkriva
četvrte
preljub
jahvini
svađu
grožđe
pretvoriti
rodova
rubenova
obavljaju
bojnim
uzvisi
područja
bileama
odlazim
pristupiše
živite
moćan
amonci
stali
izabra
ubrzo
poznaješ
obilno
žrtvovati
sunca
pomno
zalog
ponizio
korijena
daleke
sruši
božjih
puci
pomozi
uči
takve
prođoše
temelje
poslanike
pročita
mispi
filistejske
šilu
efrajimovoj
oce
oblaci
jeste
radili
ispunio
boaz
samuela
digoše
harfe
tražeći
pokazat
stražari
nijedna
trojica
predaje
pogubio
mio
amnon
kraljevoj
odaje
naredaba
znanja
naumi
vihor
jorama
ezekije
sionska
jeruzalemcima
babilonskog
kaldejci
nebuzaradan
moguće
hananija
jeruzalemci
židove
dobroti
haman
propise
nesta
grešnika
bezdan
lišće
muka
il
pjevat
napjevu
sionske
spasitelj
dušo
gospodinom
sinagogama
filip
crkvu
pusta
tame
skupe
rode
peti
smjesti
hajdemo
kazna
snosi
istočno
korablju
obloži
završi
istrijebiti
čiste
istrijebi
zaustavi
duga
lud
poroda
ravnici
planine
svevišnji
zlodjela
tvojemu
rođen
milošću
star
ulazio
samim
prvorođenca
rebeka
poslat
piše
pustite
nastaniše
naredbu
mirom
glasno
zaboravi
zaposjedneš
silaze
sjever
služit
mene.
navrši
želiš
čuvati
ovcu
stadima
betelu
pogine
kumira
jutrom
stupi
sramota
obrezanje
stanovnicima
odsad
izli
inoča
ana
dužnost
bludnica
peharnik
zapovjednika
značenje
nila
vidjelo
egipatskom
objesi
egipćanima
razumije
odveli
donijeli
jakove
svećeničkih
zovu
pope
teret
egipćana
okrene
odjeće
bijela
posadi
uvjeren
jakom
izbavit
eleazara
stani
mišicom
slomi
izraelskoj
posvećena
cio
tast
njezinih
plati
rana
pripadne
baciti
posude
pomirilište
čaše
