na
ding
ka
huan
uh
ua
leh
ahi
hi
in
ah
kei
om
chi
toupa
mi
un
kiangah
leng
pathian
tuh
thu
huchiin
tengteng
huai
dinga
dingin
bang
amah
uhi
te
chih
hih
tapa
kiang
gam
kumpipa
hiai
aw
mite
thil
himahleh
khat
amau
uah
hon
israel
lah
bel
tungah
toupan
toh
ni
nang
gen
jiakin
bangin
ahia
ngala
pai
dia
thei
jaw
sak
nawn
bawl
hiam
kianga
aman
akipan
kha
min
hong
lam
nou
sam
lou
mun
chiin
mahmah
khua
hoih
inla
ngal
tak
kum
lak
theihna
kipan
khut
suante
laka
tunga
jel
hia
unla
nei
lai
mu
tung
pa
ta
dan
david
sa
pi
nih
vek
pathianin
lakah
la
juda
siangthou
tate
takin
lei
pawt
nam
louh
huchi
tapate
hen
hichi
sawm
keia
mosi
israelte
jerusalem
ken
tang
gama
huaijiakin
mihing
ngei
siampu
hun
himhim
aigupta
hongpai
jesu
lungtang
thillat
thum
khe
ngaiin
piak
pen
jiak
mang
hinna
chiangin
thupi
lut
sang
ngai
sing
theih
van
sin
muh
khopi
akipanin
sikha
maah
adingin
pia
hoh
tui
mai
ma
koih
kuapeuh
ne
za
tan
gige
kris
dang
hilh
nga
tampi
kho
oma
hichiin
kua
sagih
uleh
teng
puan
sung
gilou
si
banga
peuhmah
suang
pe
numei
khawng
achia
amaute
mah
chiat
omna
bangmah
chiang
lamah
dawn
gamah
unaute
lampi
non
huaite
akipana
khia
sepaihte
en
mei
sisan
dih
laiin
omta
nak
sim
kia
khawm
maitam
maw
theikei
kuan
kuamah
dangka
louin
tu
neih
pu
tanu
tou
nek
ji
heutu
thou
dangkaeng
hiaite
miten
mipi
heh
tanghou
omte
nu
lungsim
ve
pasal
kon
va
sem
tunguah
mit
lui
li
lal
suan
jak
mipite
taka
tanchin
huaiah
gelh
hongtung
thupina
tuipi
nungin
vak
niin
thute
jakob
aron
sawl
zong
jawlnei
inkote
maa
tengtengin
jesun
kumpipan
sek
thupiak
tong
tum
ja
sangin
jui
thilhih
khuaa
honpi
khelhna
nuam
kipanin
louhna
sunga
man
kongpi
kam
tun
lel
hat
sepaih
saula
that
hita
tuin
tuam
namsau
jiaka
vai
kulh
babulon
belam
din
nawnta
sual
kik
ngaihtuah
kikou
seh
kipak
sun
kipana
lama
hing
san
lau
phat
judate
khantawn
jela
adia
kim
uain
dawng
saka
laia
sikhate
lu
gamdai
an
gah
huaia
tai
nawna
buh
siam
kumpipate
guk
tanin
pharo
tel
uhen
honhilh
delh
chia
bawm
huchibang
it
joseph
khiak
nung
pha
diktatna
le
toupa'n
sawmnih
pang
ngen
khit
sep
unau
zo
pawl
hehpihna
hehna
ahihhangin
solomon
nasep
suk
hoihlou
ut
philistia
mahin
khovel
suah
namte
siatna
sum
nangmah
chitna
bawla
tuan
diktat
lan
omdan
vaihawm
thukhun
pumpi
levi
siampute
huchia
henla
tawi
pipute
lamdang
thugen
ginna
khen
neia
lat
dawnga
khantawnin
ina
hawm
sik
hal
pute
naupang
abraham
lian
hihmang
kou
achi
sungah
honpiak
gan
upa
deih
tam
halmang
pilna
tungtang
keimah
bawngtal
jordan
ngeingei
sih
heutute
sihna
chiteng
kongkhak
dik
phain
kithoihna
chibai
gingta
luah
puk
noumau
thau
dam
suak
huailaiah
grep
angel
sat
ki
kuamahin
dim
jelin
neikei
loua
lum
zaw
davidin
puanin
bil
tei
mel
hongom
hial
loh
thulimlouhna
khelh
luang
khuta
honpe
sanga
ging
kangtalai
sakol
hatna
bangkim
upate
tangbuang
houpih
gimlim
biakin
tawp
buk
sathau
vaihawmna
ading
noute
melmate
benjamin
mosiin
huchibangin
dou
nihte
vei
tua
masa
dangte
tanute
nilouh
gou
moab
peuh
nungjuite
thumna
nuai
zion
nin
lemna
masiah
zel
khin
kap
belamnou
piaa
mitmuhin
khiaa
bangdia
thuak
chiamtehna
kipahna
um
chin
kai
gik
kilawm
sama
dal
siang
inn
milim
jan
ngaikhia
ana
kang
nite
pan
inkuan
gamgi
dingte
ziak
thilhihtheihna
sikin
pau
thilte
dai
tuang
guam
misi
leia
hotdamna
leitung
nai
laibu
dong
thutak
kihoupihna
pah
ephraim
suanten
vui
lim
pom
ahihkeileh
hongpawt
puansilh
biakbuk
itna
giat
thak
honghi
ahih
him
paita
sabengtung
pil
joab
ling
zou
hilou
bul
levite
suanga
muta
gena
het
jawlneite
thah
khak
taklam
laltutphah
kidouna
suahlam
khum
zuih
vana
khantawna
thoihna
liante
sawmthum
mangthang
khatin
kihhuai
mahmaha
thuk
gilead
samari
sia
assuria
chihin
hoihna
ngaikhe
paula
nau
vual
neilou
ei
hihse
hongtun
nuaiah
husa
ten
hin
hehpih
sawmnga
tuni
chihtaktakin
suangpi
theigige
khuaah
tawm
long
len
suria
po
theisak
luta
neu
gawt
nakpi
ngeiin
honsawl
kichiam
humpinelkai
jeremia
nuaia
hihlup
sekel
edom
mitmuh
amon
mial
huih
masapen
bu
khoih
ahihleh
zah
unaupa
gitlouhna
kipahthu
khuate
nungak
gamla
vahoh
tatlekna
jerusalema
omin
hai
melma
pengkul
josua
main
adinga
pilvang
saulain
hiha
sawmli
khopite
sakin
khinta
bangmahlou
absalom
peter
honna
damsung
pih
han
pathiante
thillatte
mahmahin
bei
kham
silh
humbit
beth
johan
honpia
sawla
thupiakte
thuchiam
tantuam
omsak
kah
gal
limsak
hihleh
kidou
kisa
khitin
isaak
juau
baal
thilhihte
tuite
hongtunga
chik
amaha
laa
tengin
miin
hihlum
dantan
zang
hel
amen
chite
diam
janin
theilou
genthei
kip
piang
nasepna
namsauin
lupna
meipi
eng
khawnvak
tuak
sita
gouluah
jeroboam
leitunga
kanan
veka
hina
adin
maiin
taktak
behlap
jakin
tanga
leivui
theita
kawmin
ankuang
nangawn
khawlni
khain
kheta
ke
kihta
esau
nanga
ban
mal
theihsiamna
josuain
elija
phatin
theh
