a,100522
e,92927
s,68714
i,63068
t,50952
l,43440
u,41978
n,40075
d,31987
k,28512
m,28120
o,20067
r,15477
j,14942
g,14818
v,13445
ä,11071
p,9982
h,9715
ü,9160
õ,6909
J,6004
b,4816
T,3494
S,3259
K,2570
M,2544
A,2167
I,1692
ö,1608
E,986
P,911
N,649
V,601
O,508
L,303
R,249
H,248
B,175
f,169
Ä,131
G,128
F,84
Õ,82
D,65
Ū,54
U,50
Ü,31
Ö,3
Z,3
