ܐ,51568
ܘ,37500
ܢ,35344
ܝ,33404
ܠ,27399
ܕ,23765
ܡ,23391
ܗ,20255
ܬ,19309
ܪ,15837
ܒ,15767
ܟ,10924
ܫ,10291
ܥ,9504
ܚ,8333
ܩ,5338
ܦ,5261
ܤ,4747
ܓ,3234
ܛ,3007
ܙ,2342
ܨ,1190
V,31
v,31
